link;produk;harga;layar;chipset;memori;ram;kamera;os;rating
https://www.hallogsm.com/harga-hp/itel-s18/;Itel S18;Rp1.799.000;IPS LCD 6.6 inci;Unisoc SC9863A (28nm);64 GB;2 GB;Belakang Triple 8 MP + 2 MP + 2 MP, Depan 5 MP;Android 12 (Go edition);7.4
https://www.hallogsm.com/harga-hp/samsung-galaxy-s23-ultra/;Samsung Galaxy S23 Ultra;Rp19.999.000;Dynamic AMOLED 2X 6.8 inci;Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);128 GB / 256 GB / 512 GB / 1 TB;8 GB / 12 GB;Belakang Quad 200 MP + 10 MP + 10 MP + 12 MP, Depan 40 MP;Android 13;8.8
https://www.hallogsm.com/harga-hp/samsung-galaxy-s23-plus/;Samsung Galaxy S23 Plus;Rp15.999.000;Dynamic AMOLED 2X 6.6 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB;8 GB;Belakang Triple 50 MP + 10 MP + 12 MP, Depan 12 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/samsung-galaxy-s23/;Samsung Galaxy S23;Rp12.999.000;Dynamic AMOLED 2X 6.1 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);128 GB / 256 GB;8 GB;Belakang Triple 50 MP + 10 MP + 12 MP, Depan 12 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/oppo-reno8-t/;Oppo Reno8 T;Rp4.899.000;AMOLED 6.43 inci;Mediatek MT8781 Helio G99 (6nm);256 GB;8 GB;Belakang Triple 100 MP + 2 MP + 2 MP, Depan 32 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/zte-nubia-z50-red-rabbit-limited-edition/;ZTE Nubia Z50 Red Rabbit Limited Edition;Rp9.599.000;AMOLED 6.67 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);512 GB;12 GB;Belakang Dual 64 MP + 50 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/samsung-galaxy-a34/;Samsung Galaxy A34;Rp4.999.000;Super AMOLED 6.6 inci;Mediatek MT6877V Dimensity 1080 (6 nm);128 GB / 256 GB;4 GB / 6 GB / 8 GB;Belakang Triple 48 MP + 8 MP + 5 MP, Depan 13 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/samsung-galaxy-a54/;Samsung Galaxy A54;Rp6.399.000;Super AMOLED 6.4 inci;Exynos 1380 (5 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Triple 50 MP + 12 MP + 5 MP, Depan 32 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/lenovo-tab-extreme/;Lenovo Tab Extreme;Rp18.199.000;OLED 14.5 inci;Mediatek Dimensity 9000 (4 nm);256 GB;12 GB;Belakang Dual 13 MP + 5 MP, Depan 13 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/xiaomi-13-lite/;Xiaomi 13 Lite;Rp8.199.000;AMOLED 6.55 inci;Qualcomm SM7450 Snapdragon 7 Gen 1 (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 32 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/realme-gt-neo5-240w/;Realme GT Neo5 240W;Rp7.299.000;AMOLED 6.74 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB / 512 GB / 1 TB;16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;8.8
https://www.hallogsm.com/harga-hp/realme-gt-neo5/;Realme GT Neo5;Rp5.699.000;AMOLED 6.74 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB;8 GB / 12 GB / 16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/honor-80-pro-straight-screen-version/;Honor 80 Pro Straight Screen Version;Rp7.799.000;OLED 6.67 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB;12 GB;Belakang Triple 160 MP + 8 MP + 2 MP, Depan 32 MP;Android 12;8.6
https://www.hallogsm.com/harga-hp/oppo-a78-5g/;Oppo A78 5G;Rp3.999.000;IPS LCD 6.56 inci;MediaTek MT6833 Dimensity 700 (7 nm);128 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 12;7.8
https://www.hallogsm.com/harga-hp/oppo-a56s-5g/;Oppo A56s 5G;Rp2.599.000;IPS LCD 6.56 inci;MediaTek MT6833P Dimensity 810 (6 nm);128 GB / 256 GB;8 GB;Belakang Dual 13 MP + 2 MP, Depan 8 MP;Android 12;8
https://www.hallogsm.com/harga-hp/honor-x7a/;Honor X7a;Rp1.899.000;TFT LCD 6.74 inci;Mediatek MT6765V/CB Helio G37 (12 nm);128 GB;6 GB;Belakang Triple 50 MP + 5 MP + 2 MP, Depan 8 MP;Android 12;7.8
https://www.hallogsm.com/harga-hp/motorola-thinkphone/;Motorola ThinkPhone;Rp9.999.999;P-OLED 6.6 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 13 MP + 2 MP, Depan 32 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/realme-pad-slim/;Realme Pad Slim;Rp6.299.000;IPS LCD 10.4 inci;Mediatek MT6769V/CU Helio G80 (12 nm);128 GB;6 GB;Belakang 8 MP, Depan 8 MP;Android 11;8.4
https://www.hallogsm.com/harga-hp/samsung-galaxy-f04/;Samsung Galaxy F04;Rp1.399.000;PLS LCD 6.5 inci;Octa-core;32 GB / 64 GB;3 GB / 4 GB;Belakang Dual 13 MP + 2 MP, Depan 5 MP;Android 12;7.6
https://www.hallogsm.com/harga-hp/xiaomi-poco-c50/;Xiaomi Poco C50;Rp1.499.000;IPS LCD 6.52 inci;Mediatek MT6761 Helio A22 (12 nm);32 GB;2 GB / 3 GB;Belakang Dual 8 MP + 2 MP, Depan 5 MP;Android 12 (Go edition);7.4
https://www.hallogsm.com/harga-hp/vivo-y53t/;Vivo Y53t;Rp2.299.000;IPS LCD 6.51 inci;MediaTek MT6833 Dimensity 700 (7 nm);128 GB;4 GB / 6 GB;Belakang Dual 13 MP + 2 MP, Depan 5 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/vivo-y35m/;Vivo Y35m;Rp3.199.000;IPS LCD 6.51 inci;MediaTek MT6833 Dimensity 700 (7 nm);64 GB / 128 GB;4 GB / 6 GB / 8 GB;Belakang Dual 13 MP + 2 MP, Depan 5 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/xiaomi-redmi-12c/;Xiaomi Redmi 12C;Rp1.399.000;IPS LCD 6.71 inci;MediaTek MT6769Z Helio G85 (12nm);64 GB / 128 GB;4 GB / 6 GB;Belakang Dual 50 MP + 2 MP, Depan 5 MP;Android 12;8
https://www.hallogsm.com/harga-hp/vivo-iqoo-neo7-racing-edition/;Vivo iQOO Neo7 Racing Edition;Rp6.299.000;AMOLED 6.78 inci;Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/wiko-5g/;Wiko 5G;Rp4.599.000;IPS LCD 6.78 inci;Qualcomm SM6375 Snapdragon 695 5G (6 nm);128 GB / 256 GB;8 GB;Belakang Quad 108 MP + 8 MP + 2 MP + 2 MP, Depan 16 MP;HarmonyOS;8.2
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-12-pro-speed-edition/;Xiaomi Redmi Note 12 Pro Speed Edition;Rp3.889.000;OLED 6.67 inci;Qualcomm SM7325 Snapdragon 778G 5G (6 nm);128 GB / 256 GB;6 GB / 8 GB / 12 GB;Belakang Triple 108 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/xiaomi-redmi-k60e/;Xiaomi Redmi K60E;Rp4.999.000;OLED 6.67 inci;MediaTek Dimensity 8200 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 48 MP + 8 MP + 2 MP, Depan 20 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/xiaomi-redmi-k60-pro/;Xiaomi Redmi K60 Pro;Rp7.499.000;OLED 6.67 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Triple 54 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/xiaomi-redmi-k60/;Xiaomi Redmi K60;Rp5.699.000;OLED 6.67 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Triple 64 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/honor-x9a-5g/;Honor X9a 5G;Rp5.199.000;OLED 6.67 inci;Qualcomm SM6375 Snapdragon 695 5G (6 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 64 MP + 5 MP, Depan 16 MP;Android 12;8.2
https://www.hallogsm.com/harga-hp/honor-pad-v8-pro/;Honor Pad V8 Pro;Rp5.699.000;IPS LCD 12.1 inci;MediaTek Dimensity 8100 (5 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang 13 MP, Depan 5 MP;Android 12;7.8
https://www.hallogsm.com/harga-hp/zte-nubia-red-magic-8-pro-plus/;ZTE Nubia Red Magic 8 Pro+;Rp11.699.000;AMOLED 6.8 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;8.8
https://www.hallogsm.com/harga-hp/honor-80-gt/;Honor 80 GT;Rp7.499.000;AMOLED 6.67 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB;12 GB / 16 GB;Belakang Triple 54 MP + 8 MP + 2 MP, Depan 16 MP;Android 12;8.4
https://www.hallogsm.com/harga-hp/vivo-s16-pro/;Vivo S16 Pro;Rp7.399.000;AMOLED 6.78 inci;MediaTek Dimensity 8200 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 50 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/vivo-s16/;Vivo S16;Rp5.599.000;AMOLED 6.78 inci;Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 64 MP + 8 MP + 2 MP, Depan 50 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/vivo-s16e/;Vivo S16e;Rp4.699.000;AMOLED 6.62 inci;Exynos 1080 (5 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Triple 50 MP + 2 MP + 2 MP, Depan 16 MP;Android 11;8.2
https://www.hallogsm.com/harga-hp/motorola-moto-s30-pro-pantone-limited-edition/;Motorola Moto S30 Pro Pantone Limited Edition;Rp6.099.000;P-OLED 6.55 inci;Qualcomm SM8350 Snapdragon 888+ 5G (5 nm);512 GB;12 GB;Belakang Triple 50 MP + 13 MP + 2 MP, Depan 32 MP;Android 12;8.8
https://www.hallogsm.com/harga-hp/lenovo-tab-m9/;Lenovo Tab M9;Rp2.699.000;IPS LCD 9.0 inci;Mediatek MT6769V/CU Helio G80 (12 nm);32 GB / 64 GB / 128 GB;3 GB / 4 GB;Belakang 8 MP, Depan 2 MP;Android 12;8
https://www.hallogsm.com/harga-hp/wiko-10/;Wiko 10;Rp2.899.000;IPS LCD 6.75 inci;Mediatek MT6765 Helio G37 (12 nm);128 GB;4 GB / 6 GB;Belakang Triple 50 MP + 2 MP + 2 MP, Depan 8 MP;Android 12;7.6
https://www.hallogsm.com/harga-hp/wiko-t50/;Wiko T50;Rp2.899.000;IPS LCD 6.6 inci;MediaTek MT6769Z Helio G85 (12nm);128 GB;4 GB / 6 GB;Belakang Triple 64 MP + 8 MP + 2 MP, Depan 16 MP;Android 11;7.8
https://www.hallogsm.com/harga-hp/wiko-t10/;Wiko T10;Rp1.399.000;IPS LCD 6.5 inci;Mediatek MT6761 Helio A22 (12 nm);64 GB;2 GB;Belakang 13 MP, Depan 5 MP;Android 11 (Go edition);7.4
https://www.hallogsm.com/harga-hp/wiko-t3/;Wiko T3;Rp1.799.000;IPS LCD 6.6 inci;Mediatek MT6765 Helio P35 (12nm);128 GB;4 GB;Belakang Triple 48 MP + 5 MP + 2 MP, Depan 8 MP;Android 11;7.8
https://www.hallogsm.com/harga-hp/wiko-y62-plus/;Wiko Y62 Plus;Rp1.199.000;IPS LCD 6.1 inci;Mediatek MT6761D Helio A20 (12 nm);32 GB;2 GB;Belakang 8 MP, Depan 5 MP;Android 11 (Go edition);7.2
https://www.hallogsm.com/harga-hp/wiko-y82/;Wiko Y82;Rp1.499.000;IPS LCD 6.1 inci;Unisoc SC9863A (28nm);32 GB;3 GB;Belakang 13 MP, Depan 5 MP;Android 11;7.4
https://www.hallogsm.com/harga-hp/wiko-y52/;Wiko Y52;Rp899.000;TN LCD 5.0;Unisoc SC9832E (28nm);16 GB;1 GB;Belakang 5 MP, Depan 5 MP;Android 11 (Go edition);6.4
https://www.hallogsm.com/harga-hp/zte-nubia-z50/;ZTE Nubia Z50;Rp6.699.000;AMOLED 6.67 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);128 GB / 256 GB / 512 GB / 1 TB;8 GB / 12 GB / 16 GB;Belakang Dual 64 MP + 50 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/oneplus-10t-marvel-edition-box/;OnePlus 10T Marvel Edition Box;Rp10.599.000;Fluid AMOLED 6.7 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB;16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 12;8.4
https://www.hallogsm.com/harga-hp/oppo-pad-artist-limited-edition/;Oppo Pad Artist Limited Edition;Rp5.599.000;IPS LCD 11.0 inci;Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang 13 MP, Depan 8 MP;Android 11;7.6
https://www.hallogsm.com/harga-hp/realme-10s/;Realme 10s;Rp2.499.000;IPS LCD 6.6 inci;MediaTek MT6833P Dimensity 810 (6 nm);128 GB / 256 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 12;7.8
https://www.hallogsm.com/harga-hp/motorola-moto-x40/;Motorola Moto X40;Rp7.699.000;OLED 6.7 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 50 MP + 12 MP, Depan 60 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/motorola-moto-g53/;Motorola Moto G53;Rp1.999.000;IPS LCD 6.5 inci;Octa-core;128 GB;4 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/oppo-find-n2-flip/;Oppo Find N2 Flip;Rp14.999.000;Foldable AMOLED 6.8 inci;MediaTek Dimensity 9000+ (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 32 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/realme-v23i/;Realme V23i;Rp4.999.000;IPS LCD 6.56 inci;MediaTek MT6833 Dimensity 700 (7 nm);128 GB;4 GB;Belakang Dual 13 MP + 2 MP, Depan 8 MP;Android 12;7.6
https://www.hallogsm.com/harga-hp/oppo-a58x/;Oppo A58x;Rp2.699.000;IPS LCD 6.56 inci;MediaTek MT6833 Dimensity 700 (7 nm);128 GB;6 GB / 8 GB;Belakang Dual 13 MP + 2 MP, Depan 8 MP;Android 12;7.8
https://www.hallogsm.com/harga-hp/huawei-enjoy-50z/;Huawei Enjoy 50z;Rp2.499.000;IPS LCD 6.52 inci;Octa-core;128 GB;6 GB / 8 GB;Belakang Triple 50 MP + 2 MP + 2 MP, Depan 5 MP;HarmonyOS 2.0;7.4
https://www.hallogsm.com/harga-hp/samsung-galaxy-m04/;Samsung Galaxy M04;Rp1.699.000;PLS LCD 6.5 inci;Mediatek MT6765 Helio P35 (12nm);128 GB;4 GB;Belakang Dual 13 MP + 2 MP, Depan 5 MP;Android 12;7.6
https://www.hallogsm.com/harga-hp/vivo-y35-5g/;Vivo Y35 5G;Rp2.699.000;IPS LCD 6.51 inci;MediaTek MT6833 Dimensity 700 (7 nm);64 GB / 128 GB;4 GB / 6 GB / 8 GB;Belakang Dual 13 MP + 2 MP, Depan 5 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/vivo-iqoo-11/;Vivo iQOO 11;Rp10.999.000;LTPO4 AMOLED 6.78 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Triple 50 MP + 13 MP + 50 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/zte-blade-v41-vita/;ZTE Blade V41 Vita;Rp3.199.000;IPS LCD 6.6 inci;MediaTek MT6833P Dimensity 810 (6 nm);128 GB;8 GB;Belakang Triple 50 MP + 2 MP + 2 MP, Depan 8 MP;Android 12;7.8
https://www.hallogsm.com/harga-hp/tecno-phantom-x2-pro/;Tecno Phantom X2 Pro;Rp14.599.000;AMOLED 6.8 inci;MediaTek Dimensity 9000 (4 nm);64 GB / 128 GB / 256 GB;4 GB / 12 GB;Belakang Triple 50 MP + 50 MP + 13 MP, Depan 32 MP;Android 12;8.4
https://www.hallogsm.com/harga-hp/tecno-phantom-x2/;Tecno Phantom X2;Rp11.299.000;AMOLED 6.6 inci;MediaTek Dimensity 9000 (4 nm);64 GB / 128 GB / 256 GB;4 GB / 6 GB;Belakang Triple 64 MP + 13 MP + 2 MP, Depan 32 MP;Android 12;8.4
https://www.hallogsm.com/harga-hp/lenovo-tab-m8-gen-4/;Lenovo Tab M8 Gen 4;Rp2.799.000;TDDI IPS LCD 8.0 inci;Mediatek MT6761 Helio A22 (12 nm);32 GB;3 GB;Belakang 5 MP, Depan 2 MP;Android 12;7.4
https://www.hallogsm.com/harga-hp/zte-libero-5g-iii/;ZTE Libero 5G III;Rp9.999.999;OLED 6.67 inci;MediaTek MT6833 Dimensity 700 (7 nm);64 GB;4 GB;Belakang Triple 13 MP + 2 MP + 2 MP, Depan 8 MP;Android 12;8
https://www.hallogsm.com/harga-hp/zte-nubia-red-magic-8-pro/;ZTE Nubia Red Magic 8 Pro;Rp9.199.000;AMOLED 6.8 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB / 18 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;8.8
https://www.hallogsm.com/harga-hp/xiaomi-13-pro/;Xiaomi 13 Pro;Rp11.299.000;AMOLED 6.73 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 50 MP + 50 MP, Depan 32 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/xiaomi-13/;Xiaomi 13;Rp8.999.000;AMOLED 6.36 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 10 MP + 12 MP, Depan 32 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/oneplus-11/;OnePlus 11;Rp9.999.000;LTPO3 AMOLED 6.7 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);128 GB / 256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 32 MP + 48 MP, Depan 16 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/oppo-find-n2/;Oppo Find N2;Rp17.999.000;Foldable LTPO AMOLED 7.1 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 32 MP + 48 MP, Depan 32 MP;Android 13;8.8
https://www.hallogsm.com/harga-hp/samsung-galaxy-a14-5g/;Samsung Galaxy A14 5G;Rp2.999.000;IPS LCD 6.6 inci;Exynos 1330 / MediaTek MT6833 Dimensity 700;64 GB / 128 GB;4 GB / 6 GB;Belakang Triple 50 MP + 2 MP + 2 MP, Depan 13 MP;Android 13;7.4
https://www.hallogsm.com/harga-hp/vivo-iqoo-neo7-se/;Vivo iQOO Neo7 SE;Rp9.999.999;AMOLED 6.78 inci;MediaTek Dimensity 8200;128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 64 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/vivo-iqoo-11-pro/;Vivo iQOO 11 Pro;Rp9.999.999;AMOLED 6.78 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 13 MP + 50 MP, Depan 16 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/oneplus-nord-ce-3/;OnePlus Nord CE 3;Rp4.999.000;Fluid AMOLED 6.7 inci;Qualcomm Snapdragon 782G (6 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/zte-axon-40-ultra-space-edition/;ZTE Axon 40 Ultra Space Edition;Rp12.999.000;AMOLED 6.8 inci;Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 64 MP + 64 MP + 64 MP, Depan 16 MP;Android 12;8.8
https://www.hallogsm.com/harga-hp/zte-voyage-40-pro-plus/;ZTE Voyage 40 Pro+;Rp4.999.000;AMOLED 6.67 inci;MediaTek MT6833P Dimensity 810 (6 nm);256 GB;8 GB;Belakang Triple 64 MP + 5 MP + 2 MP, Depan 16 MP;Android 12;7.8
https://www.hallogsm.com/harga-hp/vivo-y02/;Vivo Y02;Rp1.499.000;IPS LCD 6.51 inci;Mediatek MT6762 Helio P22 (12 nm);32 GB;3 GB;Belakang 8 MP, Depan 5 MP;Android 12 (Go edition);7.6
https://www.hallogsm.com/harga-hp/oppo-reno9-pro-plus/;Oppo Reno9 Pro Plus;Rp8.799.000;AMOLED 6.7 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB / 512 GB;16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 32 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/oppo-reno9-pro/;Oppo Reno9 Pro;Rp7.699.000;AMOLED 6.7 inci;MediaTek Dimensity 8100-Max (5 nm);256 GB / 512 GB;16 GB;Belakang Dual 50 MP + 8 MP, Depan 32 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/oppo-reno9/;Oppo Reno9;Rp5.499.000;AMOLED 6.7 inci;Qualcomm SM7325 Snapdragon 778G 5G (6 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 64 MP + 2 MP, Depan 32 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/xiaomi-12t-pro-daniel-arsham-edition/;Xiaomi 12T Pro Daniel Arsham Edition;Rp14.599.000;AMOLED 6.67 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB;12 GB;Belakang Triple 200 MP + 8 MP + 2 MP, Depan 20 MP;Android 12;8.4
https://www.hallogsm.com/harga-hp/honor-magic-vs-ultimate-edition/;Honor Magic Vs Ultimate Edition;Rp23.999.000;Foldable OLED 7.9 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);512 GB;16 GB;Belakang Triple 50 MP + 8 MP + 50 MP, Depan 16 MP;Android 12;8.6
https://www.hallogsm.com/harga-hp/honor-magic-vs/;Honor Magic Vs;Rp16.999.000;Foldable OLED 7.9 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);512 GB;16 GB;Belakang Triple 50 MP + 8 MP + 50 MP, Depan 16 MP;Android 12;8.6
https://www.hallogsm.com/harga-hp/honor-80-se/;Honor 80 SE;Rp5.299.000;OLED 6.67 inci;MediaTek MT6877 Dimensity 900 (6 nm);256 GB;8 GB / 12 GB;Belakang Triple 64 MP + 5 MP + 2 MP, Depan 32 MP;Android 12;8
https://www.hallogsm.com/harga-hp/honor-80-pro/;Honor 80 Pro;Rp7.699.000;OLED 6.78 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 160 MP + 50 MP + 2 MP, Depan Dual 50 MP + 2 MP;Android 12;8.6
https://www.hallogsm.com/harga-hp/honor-80/;Honor 80;Rp5.999.000;OLED 6.67 inci;Qualcomm Snapdragon 782G (6 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 160 MP + 8 MP + 2 MP, Depan 32 MP;Android 12;8.4
https://www.hallogsm.com/harga-hp/samsung-galaxy-tab-a7-10-4-2022/;Samsung Galaxy Tab A7 10.4 (2022);Rp4.199.000;TFT LCD 10.4 inci;Unisoc UMS512 T618 (12 nm);32 GB / 64 GB;3 GB / 4 GB;Belakang Single 8 MP, Depan 5 MP;Android 12;8
https://www.hallogsm.com/harga-hp/vivo-x90-pro-plus/;Vivo X90 Pro+;Rp14.999.000;LTPO4 AMOLED 6.78 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB;12 GB;Belakang Quad 50.3 MP + 64 MP + 50 MP + 48 MP, Depan 32 MP;Android 13;8.8
https://www.hallogsm.com/harga-hp/vivo-x90-pro/;Vivo X90 Pro;Rp11.999.000;AMOLED 6.78 inci;MediaTek Dimensity 9200 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50.3 MP + 50 MP + 12 MP, Depan 32 MP;Android 13;8.6
https://www.hallogsm.com/harga-hp/vivo-x90/;Vivo X90;Rp8.999.000;AMOLED 6.78 inci;MediaTek Dimensity 9200 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 12 MP + 12 MP, Depan 32 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/vivo-y76s-t1/;Vivo Y76s (t1);Rp4.399.000;IPS LCD 6.58 inci;MediaTek Dimensity 810 5G (6 nm);256 GB;12 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 11;8.2
https://www.hallogsm.com/harga-hp/asus-rog-phone-6-diablo-immortal-edition/;Asus ROG Phone 6 Diablo Immortal Edition;Rp16.999.000;AMOLED 6.78 inci;Qualcomm SM8450 Snapdragon 8+ Gen 1 (4 nm);512 GB;16 GB;Belakang Triple 50 MP + 13 MP + 5 MP, Depan 12 MP;Android 12;8.8
https://www.hallogsm.com/harga-hp/realme-10-pro/;Realme 10 Pro;Rp4.599.000;IPS LCD 6.72 inci;Qualcomm SM6375 Snapdragon 695 5G (6 nm);128 GB / 256 GB;8 GB;Belakang Dual 108 MP + 2 MP, Depan 16 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/vivo-v21s-5g/;Vivo V21s 5G;Rp5.799.000;AMOLED 6.44 inci;MediaTek MT6853 Dimensity 800U (7 nm);128 GB;8 GB;Belakang Triple 64 MP + 8 MP + 2 MP, Depan 44 MP;Android 12;8.4
