aps.product.thumb.href,aps.product.thumb.src,nama-produk,harga,ukuran-layar,chipset,memori,ram,kamera,jenis,rating-hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/motorola-thinkphone-25/,https://www.hallogsm.com/wp-content/uploads/2024/10/Motorola-ThinkPhone-25-300x300.webp,Motorola ThinkPhone 25,Rp8.499.000,P-OLED 6.36 inci,Mediatek Dimensity 7300 (4 nm),256 GB,8 GB,"Belakang Triple 50 MP + 10 MP + 13 MP, Depan 32 MP",Android 14,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/motorola-moto-g75/,https://www.hallogsm.com/wp-content/uploads/2024/10/Motorola-Moto-G75-1-jpg-300x300.webp,Motorola Moto G75,Rp9.999.999,IPS LCD 6.78 inci,Qualcomm Snapdragon 6 Gen 3 (4 nm),256 GB,8 GB,"Belakang Dual 50 MP + 8 MP, Depan 16 MP",Android 14,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-smart-9/,https://www.hallogsm.com/wp-content/uploads/2024/10/Infinix-Smart-9-300x300.webp,Infinix Smart 9,Rp1.099.000,IPS LCD 6.7 inci,Mediatek Helio G81,128 GB / 256 GB,4 GB / 6 GB,"Belakang Dual 13 MP + 0.08 MP, Depan 8 MP",Android 14 (Go edition),7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-hot-50i/,https://www.hallogsm.com/wp-content/uploads/2024/10/Infinix-Hot-50i-jpg-300x300.webp,Infinix Hot 50i,Rp1.499.000,IPS LCD 6.7 inci,Mediatek Helio G81,128 GB / 256 GB,4 GB / 6 GB,"Belakang Dual 48 MP + 0.08 MP, Depan 8 MP",Android 14,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-hot-50-4g/,https://www.hallogsm.com/wp-content/uploads/2024/10/Infinix-Hot-50-4G-1-jpg-300x300.webp,Infinix Hot 50 4G,Rp2.499.000,IPS LCD 6.78 inci,Mediatek Helio G100 (6 nm),128 GB / 256 GB,6 GB / 8 GB,"Belakang Triple 50 MP + 2 MP + 0.08 MP, Depan 8 MP",Android 14,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-v40e/,https://www.hallogsm.com/wp-content/uploads/2024/09/Vivo-V40e-jpg-300x300.webp,Vivo V40e,Rp5.199.000,AMOLED 6.77 inci,Mediatek Dimensity 7300 (4 nm),128 GB / 256 GB,8 GB,"Belakang Dual 50 MP + 2 MP, Depan 50 MP",Android 14,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/samsung-galaxy-tab-s10-ultra/,https://www.hallogsm.com/wp-content/uploads/2024/09/Samsung-Galaxy-Tab-S10-Ultra-jpg-300x300.webp,Samsung Galaxy Tab S10 Ultra,Rp19.699.000,Dynamic AMOLED 2X 14.6 inci,Mediatek Dimensity 9300+ (4 nm),256 GB / 512 GB,12 GB,"Belakang Dual 13 MP + 8 MP, Depan Dual 12 MP + 12 MP",Android 14,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/samsung-galaxy-tab-s10-plus/,https://www.hallogsm.com/wp-content/uploads/2024/09/Samsung-Galaxy-Tab-S10-jpg-300x300.webp,Samsung Galaxy Tab S10+,Rp16.499.000,Dynamic AMOLED 2X 12.4 inci,Mediatek Dimensity 9300+ (4 nm),256 GB / 512 GB,12 GB,"Belakang Dual 13 MP + 8 MP, Depan 12 MP",Android 14,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-14-pro-plus/,https://www.hallogsm.com/wp-content/uploads/2024/09/Redmi-Note-14-Pro-1-jpg-300x300.webp,Xiaomi Redmi Note 14 Pro+,Rp4.199.000,AMOLED 6.67 inci,Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm),256 GB / 512 GB,12 GB / 16 GB,"Belakang Triple 50 MP + 50 MP + 8 MP, Depan 20 MP",Android 14,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-v40-lite-5g/,https://www.hallogsm.com/wp-content/uploads/2024/09/Vivo-V40-Lite-5G-jpg-300x300.webp,Vivo V40 Lite 5G,Rp4.299.000,AMOLED 6.67 inci,Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),256 GB / 512 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 8 MP, Depan 32 MP",Android 14,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-v40-lite-4g/,https://www.hallogsm.com/wp-content/uploads/2024/09/Vivo-V40-Lite-4G-jpg-300x300.webp,Vivo V40 Lite 4G,Rp3.299.000,AMOLED 6.67 inci,Qualcomm SM6225 Snapdragon 685 (6 nm),128 GB / 256 GB,8 GB,"Belakang Dual 50 MP + 2 MP, Depan 32 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/tecno-pop-9/,https://www.hallogsm.com/wp-content/uploads/2024/09/Tecno-Pop-9-jpg-300x300.webp,Tecno Pop 9,Rp1.799.000,IPS LCD 6.6 inci,Mediatek Dimensity 6300 (6 nm),64 GB / 128 GB,4 GB,"Belakang Single 48 MP, Depan 8 MP",Android 14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-14-pro/,https://www.hallogsm.com/wp-content/uploads/2024/09/Xiaomi-Redmi-Note-14-Pro-jpg-300x300.webp,Xiaomi Redmi Note 14 Pro,Rp3.099.000,AMOLED 6.67 inci,Mediatek Dimensity 7300 Ultra (4 nm),128 GB / 256 GB / 512 GB,8 GB / 12 GB,"Belakang Triple 50 MP + 8 MP + 2 MP, Depan 20 MP",Android 14,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/tecno-spark-30-pro/,https://www.hallogsm.com/wp-content/uploads/2024/09/Tecno-Spark-30-Pro-1-jpg-300x300.webp,Tecno Spark 30 Pro,Rp9.999.999,AMOLED 6.78 inci,Mediatek Helio G100 (6 nm),128 GB / 256 GB,8 GB,"Belakang Single 108 MP, Depan 13 MP",Android 14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-iqoo-z9-turbo-plus/,https://www.hallogsm.com/wp-content/uploads/2024/09/vivo-iQOO-Z9-Turbo-Plus-jpg-300x300.webp,Vivo iQOO Z9 Turbo+,Rp4.999.000,AMOLED 6.78 inci,Mediatek Dimensity 9300+ (4 nm),256 GB / 512 GB,12 GB / 16 GB,"Belakang Dual 50 MP + 8 MP, Depan 16 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/samsung-galaxy-m55s/,https://www.hallogsm.com/wp-content/uploads/2024/03/Samsung-Galaxy-M55-5G-300x300.webp,Samsung Galaxy M55s,Rp3.699.000,Super AMOLED+ 6.7 inci,Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm),128 GB / 256 GB,128 GB / 256 GB,"Belakang Triple 50 MP + 8 MP + 2 MP, Depan 50 MP",Android 14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/tecno-spark-30/,https://www.hallogsm.com/wp-content/uploads/2024/09/Tecno-Spark-30-300x300.webp,Tecno Spark 30,Rp9.999.999,IPS LCD 6.78 inci,Mediatek Helio G91,128 GB / 256 GB,6 GB / 8 GB,"Belakang Dual 64 MP + 0.08 MP, Depan 13 MP",Android 14,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/oppo-a60/,https://www.hallogsm.com/wp-content/uploads/2024/09/Harga-HP-Oppo-A60-jpg-300x300.webp,Oppo A60,Rp2.599.000,IPS LCD 6.67 inci,Qualcomm SM6225 Snapdragon 680 4G (6 nm),128 GB / 256 GB,8 GB,"Belakang Dual 50 MP + 2 MP, Depan 8 MP",Android 14,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/huawei-matepad-12-x/,https://www.hallogsm.com/wp-content/uploads/2024/09/Huawei-MatePad-12-X-jpg-300x300.webp,Huawei MatePad 12 X,Rp9.699.000,IPS LCD 12.0 inci,Kirin T90A,256 GB / 512 GB,8 GB / 12 GB,"Belakang Dual 13 MP + 8 MP, Depan 8 MP",HarmonyOS 4.2,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/huawei-matepad-air-2024/,https://www.hallogsm.com/wp-content/uploads/2024/09/Huawei-MatePad-Air-2024-300x300.webp,Huawei MatePad Air (2024),Rp6.499.000,IPS LCD 12.0 inci,Belum Diketahui,256 GB / 512 GB,8 GB / 12 GB,"Belakang Dual 13 MP + 8 MP, Depan 8 MP",HarmonyOS 4.2,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/zte-nubia-v60-design/,https://www.hallogsm.com/wp-content/uploads/2024/09/ZTE-Nubia-V60-Design-jpg-300x300.webp,ZTE Nubia V60 Design,Rp1.799.000,IPS LCD 6.6 inci,Unisoc T606 (12 nm),256 GB,6 GB,"Belakang Dual 50 MP + 2 MP, Depan 8 MP",Android 13,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/samsung-galaxy-f05/,https://www.hallogsm.com/wp-content/uploads/2024/09/Samsung-Galaxy-F05-1-jpg-300x300.webp,Samsung Galaxy F05,Rp1.499.000,PLS LCD 6.7 inci,Mediatek Helio G85 (12 nm),64 GB,4 GB,"Belakang Dual 50 MP + 2 MP, Depan 8 MP",Android 14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/samsung-galaxy-s24-fe/,https://www.hallogsm.com/wp-content/uploads/2024/09/Harga-Samsung-Galaxy-S24-FE-jpg-300x300.webp,Samsung Galaxy S24 FE,Rp9.999.000,"Dynamic AMOLED 2X 6,7 inci",Exynos 2400e (4 nm),128 GB / 256 GB,8 GB,"Belakang Triple 50 MP + 8 MP + 12 MP, Depan 10 MP",Android 14,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-redmi-14r-5g/,https://www.hallogsm.com/wp-content/uploads/2024/09/Xiaomi-Redmi-14C-jpg-300x300.webp,Xiaomi Redmi 14R 5G,Rp2.399.000,IPS LCD 6.88 inci,Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),128 GB / 256 GB,4 GB / 6 GB / 8 GB,"Belakang Dual 50 MP + 0.08 MP, Depan 13 MP",Android 14,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/tecno-phantom-v-fold2/,https://www.hallogsm.com/wp-content/uploads/2024/09/Tecno-Phantom-V-Fold2-jpg-300x300.webp,Tecno Phantom V Fold2,Rp16.999.000,Foldable LTPO AMOLED 7.85 inci,Mediatek Dimensity 9000+ (4 nm),512 GB,12 GB,"Belakang Triple 50 MP + 50 MP + 50 MP, Depan 32 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/tecno-phantom-v-flip2/,https://www.hallogsm.com/wp-content/uploads/2024/09/Tecno-Phantom-V-Flip2-jpg-300x300.webp,Tecno Phantom V Flip2,Rp10.999.000,Foldable LTPO AMOLED 6.9 inci,Mediatek Dimensity 8020 (6 nm),256 GB,8 GB,"Belakang Dual 50 MP + 50 MP, Depan 32 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-p2-pro/,https://www.hallogsm.com/wp-content/uploads/2024/09/Realme-P2-Pro-1-jpg-300x300.webp,Realme P2 Pro,Rp4.099.000,OLED 6.7 inci,Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),128 GB / 256 GB / 512 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 8 MP, Depan 32 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/tecno-pova-6-neo-5g/,https://www.hallogsm.com/wp-content/uploads/2024/09/Tecno-Pova-6-Neo-5G-1-jpg-300x300.webp,Tecno Pova 6 Neo 5G,Rp2.999.000,IPS LCD 6.67 inci,Mediatek Dimensity 6300 (6 nm),128 GB / 256 GB,8 GB,"Belakang Dual 108 MP + 0.08 MP, Depan 8 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-pad-2-lite/,https://www.hallogsm.com/wp-content/uploads/2024/09/Realme-Pad-2-Lite-1-jpg-300x300.webp,Realme Pad 2 Lite,Rp2.799.000,IPS LCD 10.95 inci,Mediatek Helio G99 (6 nm),128 GB,4 GB / 8 GB,"Belakang 8 MP, Depan 5 MP",Android 14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-t3-ultra/,https://www.hallogsm.com/wp-content/uploads/2024/09/Vivo-T3-Ultra-1-jpg-300x300.webp,Vivo T3 Ultra,Rp5.899.000,AMOLED 6.78 inci,Mediatek Dimensity 9200+ (4 nm),128 GB / 256 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 8 MP, Depan 50 MP",Android 14,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/huawei-mate-xt-ultimate/,https://www.hallogsm.com/wp-content/uploads/2024/09/Huawei-Mate-XT-Ultimate-jpg-300x300.webp,Huawei Mate XT Ultimate,Rp43.399.000,Tri-foldable LTPO OLED 10.2 inci,Kirin 9010 (7 nm),256 GB / 512 GB / 1 TB,16 GB,"Belakang Triple 50 MP + 12 MP + 12 MP, Depan 8 MP",HarmonyOS 4.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-iqoo-z10r/,https://www.hallogsm.com/wp-content/uploads/2025/08/vivo-iQOO-Z10R-300x300.webp,Vivo iQOO Z10R,Rp3.699.000,AMOLED 6.77 inci,Mediatek Dimensity 7400 (4 nm),128 GB / 256 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 2 MP, Depan 32 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-t4r/,https://www.hallogsm.com/wp-content/uploads/2025/08/vivo-T4R-300x300.webp,Vivo T4R,Rp3.399.000,AMOLED 6.77 inci,Mediatek Dimensity 7400 (4 nm),128 GB / 256 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 2 MP, Depan 32 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/huawei-pura-80-ultra/,https://www.hallogsm.com/wp-content/uploads/2025/08/Huawei-Pura-80-Ultra-300x300.webp,Huawei Pura 80 Ultra,Rp22.799.000,LTPO OLED 6.8 inci,Kirin 9020 (7 nm),512 GB / 1 TB,16 GB,"Belakang Quad 50 MP + 50 MP + 12.5 MP + 40 MP, Depan 13 MP",EMUI 14.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/oneplus-13t/,https://www.hallogsm.com/wp-content/uploads/2025/07/OnePlus-13T-300x300.webp,OnePlus 13T,Rp9.099.000,LTPO AMOLED 6.32 inci,Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),256 GB / 512 GB / 1 TB,12 GB / 16 GB,"Belakang Dual 50 MP + 50 MP, Depan 16 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/huawei-matepad-pro-12-2-2024/,https://www.hallogsm.com/wp-content/uploads/2025/07/Huawei-MatePad-Pro-12.2-2024-300x300.webp,Huawei MatePad Pro 12.2 2024,Rp10.799.000,Dual-layer OLED 12.2 inci,Kirin 9000S (7 nm),256 GB / 512 GB / 1 TB,12 GB / 16 GB,"Belakang Dual 13 MP + 8 MP, Depan 16 MP",HarmonyOS 4.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/motorola-moto-g05/,https://www.hallogsm.com/wp-content/uploads/2025/07/Motorola-Moto-G05-1-300x300.webp,Motorola Moto G05,Rp1.499.000,IPS LCD 6.67 inci,Mediatek Helio G81 Extreme (12 nm),64 GB / 128 GB / 256 GB,4 GB / 8 GB,"Belakang 50 MP, Depan 8 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/samsung-galaxy-z-flip7-fe/,https://www.hallogsm.com/wp-content/uploads/2025/07/Samsung-Galaxy-Z-Flip7-FE-300x300.webp,Samsung Galaxy Z Flip7 FE,Rp18.999.000,Foldable Dynamic LTPO AMOLED 2X 6.7 inci,Exynos 2400 (4 nm),128 GB / 256 GB,8 GB,"Belakang Dual 50 MP + 12 MP, Depan 10 MP",Android 16,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-14t/,https://www.hallogsm.com/wp-content/uploads/2025/07/Xiaomi-14T-300x300.webp,Xiaomi 14T,Rp6.499.000,AMOLED 6.67 inci,Mediatek Dimensity 8300 Ultra (4 nm),256 GB / 512 GB,12 GB,"Belakang Triple 50 MP + 50 MP + 12 MP, Depan 32 MP",Android 14,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-narzo-80-lite-5g/,https://www.hallogsm.com/wp-content/uploads/2025/07/Realme-Narzo-80-Lite-5G-300x300.webp,Realme Narzo 80 Lite 5G,Rp1.999.000,IPS LCD 6.67 inci,Mediatek Dimensity 6300 (6 nm),64 GB / 128 GB,4 GB,"Belakang 32 MP, Depan 8 MP",Android 15,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-hot-60-pro-plus/,https://www.hallogsm.com/wp-content/uploads/2025/07/Infinix-Hot-60-Pro-Plus-300x300.webp,Infinix Hot 60 Pro Plus,Rp2.699.000,AMOLED 6.78 inci,Mediatek Helio G200 (6 nm),128 GB / 256 GB,8 GB,"Belakang 50 MP, Depan13 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/huawei-matepad-pro-12-2-2025/,https://www.hallogsm.com/wp-content/uploads/2025/07/Huawei-MatePad-Pro-12.2-2025-1-300x300.webp,Huawei MatePad Pro 12.2 (2025),Rp12.999.000,Dual-layer OLED 12.2 inci,Kirin 9020 (7 nm),256 GB / 512 GB,12 GB,"Belakang Dual 50 MP + 8 MP, Depan 8 MP",HarmonyOS 4.3,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-hot-60-pro/,https://www.hallogsm.com/wp-content/uploads/2025/07/Infinix-Hot-60-Pro-1-300x300.webp,Infinix Hot 60 Pro,Rp2.099.000,AMOLED 6.78 inci,Mediatek Helio G200 (6 nm),128 GB / 256 GB,8 GB,"Belakang 50 MP, Depan 13 MP",Android 15,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-redmi-k-pad/,https://www.hallogsm.com/wp-content/uploads/2025/07/Xiaomi-Redmi-K-Pad-300x300.webp,Xiaomi Redmi K Pad,Rp6.399.000,IPS LCD 8.8 inci,Mediatek Dimensity 9400+ (3 nm),256 GB / 512 GB / 1 TB,8 GB / 12 GB / 16 GB,"Belakang 13 MP, Depan 8 MP",Android 15,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-x-fold5/,https://www.hallogsm.com/wp-content/uploads/2025/06/Harga-HP-vivo-X-Fold5-300x300.webp,Vivo X Fold5,Rp15.899.000,Foldable LTPO AMOLED 8.03 inci,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),256 GB / 512 GB / 1 TB,12 GB / 16 GB,"Belakang Triple 50 MP + 50 MP + 50 MP, Depan 20 MP + 20 MP",Android 15,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/samsung-galaxy-f36/,https://www.hallogsm.com/wp-content/uploads/2025/07/Samsung-Galaxy-F36-300x300.webp,Samsung Galaxy F36,Rp3.399.000,Super AMOLED 6.7 inci,Exynos 1380 (5 nm),128 GB / 256 GB,6 GB / 8 GB,"Belakang Triple 50 MP + 8 MP + 2 MP, Depan 13 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-14t-pro/,https://www.hallogsm.com/wp-content/uploads/2025/07/Xiaomi-14T-Pro-300x300.webp,Xiaomi 14T Pro,Rp8.499.000,AMOLED 6.67 inci,Mediatek Dimensity 9300+ (4 nm),256 GB / 512 GB / 1 TB,12 GB,"Belakang Triple 50 MP + 50 MP + 12 MP, Depan 32 MP",Android 14,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/samsung-galaxy-m36/,https://www.hallogsm.com/wp-content/uploads/2025/07/Samsung-Galaxy-M36-300x300.webp,Samsung Galaxy M36,Rp3.199.000,Super AMOLED 6.7 inci,Exynos 1380 (5 nm),128 GB / 256 GB,6 GB / 8 GB,"Belakang Triple 50 MP + 8MP + 2 MP, Depan 13 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/zte-redmagic-astra/,https://www.hallogsm.com/wp-content/uploads/2025/07/ZTE-RedMagic-Astra-300x300.webp,ZTE RedMagic Astra,Rp8.999.000,LTPO OLED 9.06 inci,Qualcomm SM8750-AC Snapdragon 8 Elite (3 nm),256 GB / 512 GB / 1 TB,12 GB / 16 GB / 24 GB,"Belakang 13 MP, Depan 9 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/huawei-matepad-11-5-2025/,https://www.hallogsm.com/wp-content/uploads/2025/07/Harga-Huawei-MatePad-11.5-2025-300x300.webp,Huawei MatePad 11.5 (2025),Rp5.499.000,TFT LCD 11.5 inci,Kirin 8020,128 GB / 256 GB,8 GB,"Belakang 13 MP, Depan 8 MP",Harmony OS 4.3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/oneplus-nord-ce5/,https://www.hallogsm.com/wp-content/uploads/2025/07/OnePlus-Nord-CE5-1-300x300.webp,OnePlus Nord CE5,Rp4.799.000,Fluid AMOLED 6.77 inci,Mediatek Dimensity 8350 Apex (4 nm),128 GB / 256 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 8 MP, Depan 16 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
