aps.product.thumb.href,aps.product.thumb.src,nama-produk,harga,ukuran-layar,chipset,memori,ram,kamera,jenis,rating-hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-iqoo-neo9-pro/,https://www.hallogsm.com/wp-content/uploads/2023/12/Vivo-iQOO-Neo9-Pro-300x300.webp,Vivo iQOO Neo9 Pro,Rp6.599.000,LTPO AMOLED 6.78 inci,Mediatek Dimensity 9300 (4 nm),256 GB / 512 GB / 1 TB,12 GB / 16 GB,"Belakang Dual 50 MP + 50 MP, Depan 16 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-iqoo-neo9/,https://www.hallogsm.com/wp-content/uploads/2023/12/Vivo-iQOO-Neo9-300x300.webp,Vivo iQOO Neo9,Rp4.999.000,LTPO AMOLED 6.78 inci,Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),256 GB / 512 GB / 1 TB,12 GB / 16 GB,"Belakang Dual 50 MP + 8 MP, Depan 16 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/nothing-phone-2a/,https://www.hallogsm.com/wp-content/uploads/2023/12/Nothing-Phone-2a-300x300.webp,Nothing Phone (2a),Rp4.599.000,AMOLED 6.7 inci,Mediatek Dimensity 7200 Pro (4 nm),128 GB / 256 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 50 MP, Depan 32 MP",Android 14,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/huawei-nova-12-lite/,https://www.hallogsm.com/wp-content/uploads/2023/12/Huawei-Nova-12-Lite-300x300.webp,Huawei Nova 12 Lite,Rp5.399.000,OLED 6.7 inci,Qualcomm SM7325 Snapdragon 778G 4G (6 nm),256 GB / 512 GB,8 GB,"Belakang Dual 50 MP + 8 MP, Depan 60 MP",HarmonyOS 4.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/huawei-nova-12-ultra/,https://www.hallogsm.com/wp-content/uploads/2023/12/Huawei-Nova-12-Ultra-300x300.webp,Huawei Nova 12 Ultra,Rp10.999.000,LTPO OLED 6.78 inci,Kirin 9000S (7 nm),512 GB / 1 TB,8 GB,"Belakang Dual 50 MP + 8 MP, Depan Dual 8 MP + 60 MP",HarmonyOS 4.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/motorola-moto-g34/,https://www.hallogsm.com/wp-content/uploads/2023/12/Motorola-Moto-G34-300x300.webp,Motorola Moto G34,Rp2.199.000,IPS LCD 6.5 inci,Qualcomm SM6375 Snapdragon 695 5G (6 nm),128 GB,8 GB,"Belakang Dual 50 MP + 2 MP, Depan 16 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/oppo-a59/,https://www.hallogsm.com/wp-content/uploads/2023/12/Oppo-A59-5G-300x300.webp,Oppo A59,Rp3.299.000,IPS LCD 6.56 inci,Mediatek Dimensity 6020 (7 nm),128 GB,4 GB / 6 GB,"Belakang Dual 13 MP + 2 MP, Depan 8 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-poco-m6-5g/,https://www.hallogsm.com/wp-content/uploads/2023/12/Xiaomi-Poco-M6-5G-300x300.webp,Xiaomi Poco M6 5G,Rp1.999.000,IPS LCD 6.74 inci,Mediatek Dimensity 6100+ (6 nm),128 GB / 256 GB,4 GB / 6 GB / 8 GB,"Belakang Dual 50 MP + 0.8 MP, Depan 5 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/honor-pad-9/,https://www.hallogsm.com/wp-content/uploads/2023/12/Honor-Pad-9-1-300x300.webp,Honor Pad 9,Rp4.799.000,IPS LCD 12.1 inci,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),128 GB / 256 GB / 512 GB,8 GB / 12 GB,"Belakang 13 MP, Depan 8 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/honor-90-gt/,https://www.hallogsm.com/wp-content/uploads/2023/12/Honor-90-GT-1-300x300.webp,Honor 90 GT,Rp5.699.000,AMOLED 6.7 inci,Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),256 GB / 512 GB / 1 TB,12 GB / 16 GB / 24 GB,"Belakang Dual 50 MP + 12 MP, Depan 16 MP",Android 14,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/oppo-find-x7-ultra/,https://www.hallogsm.com/wp-content/uploads/2023/12/Oppo-Find-X7-Ultra-300x300.webp,Oppo Find X7 Ultra,Rp15.299.000,LTPO AMOLED 6.82 inci,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),256 GB / 512 GB,12 GB / 16 GB,"Belakang Quad 50 MP + 50 MP + 50 MP + 50 MP, Depan 32 MP",Android 14,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/zte-nubia-z60-ultra/,https://www.hallogsm.com/wp-content/uploads/2023/12/ZTE-Nubia-Z60-Ultra-300x300.webp,ZTE Nubia Z60 Ultra,Rp9.499.000,AMOLED 6.8 inci,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),256 GB / 512 GB / 1 TB,12 GB / 16 GB / 24 GB,"Belakang Triple 50 MP + 64 MP + 50 MP, Depan 16 MP",Android 14,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-c67/,https://www.hallogsm.com/wp-content/uploads/2023/12/Realme-C67-1-300x300.webp,Realme C67,Rp2.599.000,IPS LCD 6.72 inci,Qualcomm SM6225 Snapdragon 685 (6 nm),128 GB / 256 GB,8 GB,"Belakang Dual 108 MP + 2 MP, Depan 8 MP",Android 14,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-13-pro-4g/,https://www.hallogsm.com/wp-content/uploads/2023/12/Xiaomi-Redmi-Note-13-Pro-4G-300x300.webp,Xiaomi Redmi Note 13 Pro 4G,Rp5.999.000,AMOLED 6.67 inci,Mediatek Helio G99 Ultra,256 GB / 512 GB,8 GB / 12 GB,"Belakang Triple 200 MP + 8 MP + 2 MP, Depan 16 MP",Android 13,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-13-4g/,https://www.hallogsm.com/wp-content/uploads/2023/12/Xiaomi-Redmi-Note-13-4G-300x300.webp,Xiaomi Redmi Note 13 4G,Rp2.799.000,AMOLED 6.67 inci,Qualcomm SM6225 Snapdragon 685 (6 nm),128 GB / 256 GB,6 GB / 8 GB,"Belakang Triple 108 MP + 8 MP + 2 MP, Depan 16 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/honor-x8b/,https://www.hallogsm.com/wp-content/uploads/2023/12/Honor-X8b-300x300.webp,Honor X8b,Rp3.399.000,AMOLED 6.7 inci,Qualcomm SM6225 Snapdragon 680 4G (6 nm),128 GB / 256 GB / 512 GB,8 GB,"Belakang Triple 108 MP + 5 MP + 2 MP, Depan 50 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-s18e/,https://www.hallogsm.com/wp-content/uploads/2023/12/Vivo-S18e-300x300.webp,Vivo S18e,Rp4.599.000,AMOLED 6.67 inci,Mediatek Dimensity 7200 (4 nm),256 GB / 512 GB,12 GB,"Belakang Dual 50 MP + 2 MP, Depan 16 MP",Android 14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-s18-pro/,https://www.hallogsm.com/wp-content/uploads/2023/12/Vivo-S18-Pro-300x300.webp,Vivo S18 Pro,Rp6.999.000,AMOLED 6.78 inci,Mediatek Dimensity 9200+ (4 nm),256 GB / 512 GB,12 GB / 16 GB,"Belakang Triple 50 MP + 12 MP + 50 MP, Depan 50 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-s18/,https://www.hallogsm.com/wp-content/uploads/2023/12/Vivo-S18-1-300x300.webp,Vivo S18,Rp5.099.000,AMOLED 6.78 inci,Qualcomm Snapdragon 7 Gen 3 (4 nm),256 GB / 512 GB,8 GB / 12 GB / 16 GB,"Belakang Dual 50 MP + 8 MP, Depan 50 MP",Android 14,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-c67-5g/,https://www.hallogsm.com/wp-content/uploads/2023/12/Realme-C67-5G-1-300x300.webp,Realme C67 5G,Rp2.499.000,IPS LCD 6.72 inci,Mediatek Dimensity 6100+ (6 nm),128 GB,4 GB / 6 GB,"Belakang Dual 50 MP + 2 MP, Depan 16 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-v50/,https://www.hallogsm.com/wp-content/uploads/2023/12/Realme-V50-1-300x300.webp,Realme V50,Rp2.699.000,IPS LCD 6.72 inci,Mediatek Dimensity 6100+ (6 nm),128 GB / 256 GB,6 GB / 8 GB,"Belakang Dual 13 MP + 2 MP, Depan 8 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-y36i/,https://www.hallogsm.com/wp-content/uploads/2023/12/Vivo-Y36i-300x300.webp,Vivo Y36i,Rp2.699.000,IPS LCD 6.56 inci,Mediatek Dimensity 6020 (7 nm),128 GB,4 GB,"Belakang Dual 13 MP + 2 MP, Depan 5 MP",Android 13,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-y36m/,https://www.hallogsm.com/wp-content/uploads/2023/12/Vivo-Y36m-300x300.webp,Vivo Y36m,Rp3.299.000,IPS LCD 6.56 inci,Mediatek Dimensity 6020 (7 nm),128 GB / 256 GB,6 GB / 8 GB,"Belakang Dual 13 MP + 2 MP, Depan 5 MP",Android 13,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-redmi-13r/,https://www.hallogsm.com/wp-content/uploads/2023/12/Xiaomi-Redmi-13R-300x300.webp,Xiaomi Redmi 13R,Rp2.199.000,IPS LCD 6.74 inci,Mediatek Dimensity 6100+ (6 nm),128 GB,4 GB,"Belakang Dual 50 MP + 0.8 MP, Depan 5 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-smart-8-hd/,https://www.hallogsm.com/wp-content/uploads/2023/12/Infinix-Smart-8-HD-300x300.webp,Infinix Smart 8 HD,Rp1.199.000,IPS LCD 6.6 inci,Unisoc T606 (12 nm),64 GB,3 GB,"Belakang Dual 13 MP + 0.08 MP, Depan 8 MP",Android 13,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-gt5-pro/,https://www.hallogsm.com/wp-content/uploads/2023/12/Realme-GT5-Pro-300x300.webp,Realme GT5 Pro,Rp7.899.000,AMOLED 6.78 inci,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),256 GB / 512 GB,16 GB,"Belakang Triple 50 MP + 50 MP + 8 MP, Depan 32 MP",Android 14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-hot-40-pro/,https://www.hallogsm.com/wp-content/uploads/2023/12/Harga-Infinix-Hot-40-300x300.webp,Infinix Hot 40 Pro,Rp2.199.000,IPS LCD 6.78 inci,Mediatek Helio G99 (6nm),128 GB / 256 GB,8 GB,"Belakang Triple 108 MP + 2 MP + 0.08 MP, Depan 32 MP",Android 13,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-hot-40/,https://www.hallogsm.com/wp-content/uploads/2023/12/Infinix-Hot-40-300x300.webp,Infinix Hot 40,Rp1.999.000,IPS LCD 6.78 inci,Mediatek MT6769H Helio G88 (12nm),128 GB / 256 GB,8 GB,"Belakang Triple 50 MP + 2 MP + 0.08 MP, Depan 32 MP",Android 13,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/sharp-aquos-r8s-pro/,https://www.hallogsm.com/wp-content/uploads/2023/05/Sharp-Aquos-R8-Pro-300x300.jpg,Sharp Aquos R8s Pro,Rp15.999.000,Pro IGZO OLED 6.6 inci,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),256 GB,12 GB,"Belakang Dual 47.2 MP + 2 MP, Depan 12.6 MP",Android 13,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/sharp-aquos-r8s/,https://www.hallogsm.com/wp-content/uploads/2023/05/Sharp-Aquos-R8-300x300.jpg,Sharp Aquos R8s,Rp12.999.000,IGZO OLED 6.4 inci,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),256 GB,8 GB,"Belakang Dual 50.3 MP + 13 MP, Depan 8 MP",Android 13,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-redmi-13c-5g/,https://www.hallogsm.com/wp-content/uploads/2023/12/Harga-HP-Xiaomi-Redmi-13C-5G-300x300.webp,Xiaomi Redmi 13C 5G,Rp2.099.000,IPS LCD 6.74 inci,Mediatek Dimensity 6100+ (6 nm),128 GB / 256 GB,4 GB / 6 GB / 8 GB,"Belakang Dual 50 MP + 0.8 MP, Depan 8 MP",Android 13,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/oneplus-12/,https://www.hallogsm.com/wp-content/uploads/2023/12/OnePlus-12-300x300.webp,OnePlus 12,Rp9.499.000,LTPO AMOLED 6.82 inci,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),256 GB / 512 GB / 1 TB,12 GB / 16 GB / 24 GB,"Belakang Triple 50 MP + 64 MP + 48 MP, Depan 32 MP",Android 14,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-xpad-20/,https://www.hallogsm.com/wp-content/uploads/2025/06/Infinix-Xpad-20-1-300x300.webp,Infinix Xpad 20,Rp1.899.000,IPS LCD 11.0 inci,Mediatek Helio G88 (12 nm),128 GB,4 GB / 6 GB / 8 GB,"Belakang 8 MP, Depan 5 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-gt-7-dream-edition/,https://www.hallogsm.com/wp-content/uploads/2025/06/Realme-GT-7-Dream-Edition-300x300.webp,Realme GT 7 Dream Edition,Rp10.999.000,LTPO AMOLED 6.78 inci,Mediatek Dimensity 9400e (4 nm),512 GB,16 GB,"Belakang Triple 50 MP + 50 MP + 8 MP, Depan 32 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/vivo-iqoo-pad5/,https://www.hallogsm.com/wp-content/uploads/2025/06/vivo-IQOO-Pad5-300x300.webp,Vivo iQOO Pad5,Rp5.499.000,IPS LCD 12.1 inci,Mediatek Dimensity 9300+ (4 nm),128 GB / 256 GB / 512 GB,8 GB / 12 GB / 16 GB,"Belakang 8 MP, Depan 5 MP",Android 15,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-c71/,https://www.hallogsm.com/wp-content/uploads/2025/06/Realme-C71-300x300.webp,Realme C71,Rp2.399.000,IPS LCD 6.67 inci,Unisoc T7250 (12 nm),128 GB,4 GB / 6 GB,"Belakang 50 MP, Depan 5 MP",Android 15,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-c73/,https://www.hallogsm.com/wp-content/uploads/2025/06/Realme-C73-300x300.webp,Realme C73,Rp1.999.000,IPS LCD 6.67 inci,Mediatek Dimensity 6300 (6 nm),64 GB / 128 GB,4 GB,"Belakang 32 MP, Depan 8 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/oppo-a5x/,https://www.hallogsm.com/wp-content/uploads/2025/06/Oppo-A5x-300x300.webp,Oppo A5x,Rp2.699.000,IPS LCD 6.67 inci,Mediatek Dimensity 6300 (6 nm),128 GB,4 GB,"Belakang 32 MP, Depan 5 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-gt-7t/,https://www.hallogsm.com/wp-content/uploads/2025/06/Realme-GT-7T-1-300x300.webp,Realme GT 7T,Rp6.699.000,AMOLED 6.8 inci,Mediatek Dimensity 8400 Max (4 nm),256 GB / 512 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 8 MP, Depan 32 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/zte-nubia-redmzte-nubia-redmagic-10s-pro-plus/,https://www.hallogsm.com/wp-content/uploads/2025/06/ZTE-Nubia-RedMagic-10S-Pro-1-300x300.webp,ZTE Nubia RedMagic 10S Pro Plus,Rp13.599.000,AMOLED 6.85 inci,Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),512 GB / 1 TB,16 GB / 24 GB,"Belakang Triple 50 MP + 50 MP + 2 MP, Depan 16 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/zte-nubia-redmagic-10s-pro/,https://www.hallogsm.com/wp-content/uploads/2025/06/ZTE-Nubia-RedMagic-10S-Pro-300x300.webp,ZTE Nubia RedMagic 10S Pro,Rp11.999.000,AMOLED 6.85 inci,Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),256 GB / 512 GB,12 GB / 16 GB,"Belakang Triple 50 MP + 50 MP + 2 MP, Depan 16 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/honor-400/,https://www.hallogsm.com/wp-content/uploads/2025/06/Honor-400-300x300.webp,Honor 400,Rp7.399.000,AMOLED 6.55 inci,Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),256 GB / 512 GB,8 GB / 12 GB,"Belakang Dual 200 MP + 12 MP, Depan 50 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/honor-pad-10/,https://www.hallogsm.com/wp-content/uploads/2025/06/Honor-Pad-10-300x300.webp,Honor Pad 10,Rp5.799.000,IPS LCD 12.1 inci,Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),256 GB,8 GB,"Belakang 8 MP, Depan 8 MP",Android 15,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/xiaomi-civi-5-pro/,https://www.hallogsm.com/wp-content/uploads/2025/06/Xiaomi-Civi-5-Pro-300x300.webp,Xiaomi Civi 5 Pro,Rp7.499.000,AMOLED 6.55 inci,Qualcomm SM8735 Snapdragon 8s Gen 4 (4 nm),256 GB / 512 GB,12 GB / 16 GB,"Belakang Triple 50 MP + 50 MP + 12 MP, Depan 50 MP",Android 15,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-gt-30-pro/,https://www.hallogsm.com/wp-content/uploads/2025/06/HP-Infinix-GT-30-Pro-300x300.webp,Infinix GT 30 Pro,Rp5.199.000,AMOLED 6.78 inci,Mediatek Dimensity 8350 Ultimate (4 nm),256 GB / 512 GB,8 GB / 12 GB,"Belakang Dual 108 MP + 8 MP, Depan 13 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/infinix-xpad-gt/,https://www.hallogsm.com/wp-content/uploads/2025/06/Infinix-Xpad-GT-300x300.webp,Infinix Xpad GT,Rp6.599.000,IPS LCD 13.0 inci,Qualcomm SM8350 Snapdragon 888 5G (5 nm),256 GB,8 GB,"Belakang 13 MP, Depan 9 MP",Android 15,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/oppo-a5-4g/,https://www.hallogsm.com/wp-content/uploads/2025/06/Oppo-A5-4G-300x300.webp,Oppo A5 4G,Rp3.799.000,IPS LCD 6.67 inci,Mediatek Dimensity 6300 (6 nm),128 GB / 256 GB,4 GB / 6 GB / 8 GB,"Belakang Dual 50 MP + 2 MP, Depan 8 MP",Android 15,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/meizu-note-22-pro/,https://www.hallogsm.com/wp-content/uploads/2025/05/Meizu-Note-16-Pro-300x300.webp,Meizu Note 22 Pro,Rp5.599.000,OLED 6.78 inci,Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm),256 GB / 512 GB,8 GB / 12 GB / 16 GB,"Belakang Triple 50 MP + 8 MP + 2 MP, Depan 8 MP",Flyme AIOS 2,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/meizu-note-22/,https://www.hallogsm.com/wp-content/uploads/2025/05/Meizu-Note-16-300x300.webp,Meizu Note 22,Rp3.899.000,IPS LCD 6.78 inci,Unisoc T8200 (6 nm),128 GB / 256 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 2 MP, Depan 8 MP",Flyme AIOS 2,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/motorola-moto-g86-power/,https://www.hallogsm.com/wp-content/uploads/2025/05/Motorola-Moto-G86-Power-300x300.webp,Motorola Moto G86 Power,Rp6.099.000,P-OLED 6.67 inci,Mediatek Dimensity 7300 (4 nm),128 GB / 256 GB / 512 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 8 MP, Depan 32 MP",Android 15,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/motorola-moto-g86/,https://www.hallogsm.com/wp-content/uploads/2025/05/Motorola-Moto-G86-300x300.webp,Motorola Moto G86,Rp5.599.000,P-OLED 6.67 inci,Mediatek Dimensity 7300 (4 nm),256 GB / 512 GB,8 GB / 12 GB,"Belakang Dual 50 MP + 8 MP, Depan 32 MP",Android 15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hallogsm.com/harga-hp/realme-neo7-turbo/,https://www.hallogsm.com/wp-content/uploads/2025/05/Realme-Neo7-Turbo-1-300x300.webp,Realme Neo7 Turbo,Rp4.599.000,AMOLED 6.8 inci,Mediatek Dimensity 9400e (4 nm),256 GB / 512 GB,12 GB / 16 GB,"Belakang Dual 50 MP + 8 MP, Depan 16 MP",Android 15,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
